
#          title damage energy traversable is_fall
Interface: plain      0      0           1       0
Interface: rocks      1      0           1       0
Interface: mud        0      1           1       0
Interface: wall      10      1           0       0
Interface: cliff      0      0           1       1
Cell: 2306      0.00      0.00    652.00 2323    0 1827    0    mud   wall    mud   wall
Object:   OBJ00083   1315      c3m    50.00      fauna     5.00    10.00                 cyan     triped     medium             
Object:   OBJ00084   1315      VBs    10.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ00085   1315      crt    50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00086   1315      V3t    50.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ00087   1315      cBs    10.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ00088   1315      cBs    10.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ00089   1315      cBs    10.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ00090   1315      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00091   1315      V3s    10.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00092   1315      dBs    10.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ00093   1315      drt    50.00    mineral     0.10     0.10        dayglo-orange       rock       tiny             
Object:   OBJ00094   1315      VBs    10.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ00095   1315      V3t    10.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ00096   1315      crm    50.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00097   1315      Vrm    50.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ00098   1315      c3t    50.00      fauna     0.10     0.10                 cyan     triped       tiny             
Object:   OBJ00099   1315      cBt    50.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ00100   1315      crs    10.00    mineral     1.00     1.00                 cyan       rock      small             
Cell: 1316   5000.00      0.00    459.43 1327    0 1317 1315    mud   wall  plain  plain
Object:   OBJ00101   1316      dBt    10.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ00102   1316      c3t    50.00      fauna     0.10     0.10                 cyan     triped       tiny             
Object:   OBJ00103   1316      crt    50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00104   1316      d3s    10.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00105   1316      crt    50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00106   1316      d3t    10.00      fauna     0.10     0.10        dayglo-orange     triped       tiny             
Object:   OBJ00107   1316      crt    50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00108   1316      crm    50.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00109   1316      VBm    10.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ00110   1316      Vrt    50.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Object:   OBJ00111   1316      c3m    10.00      fauna     5.00    10.00                 cyan     triped     medium             
Object:   OBJ00112   1316      crt    50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00113   1316      crt    50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00114   1316      c3m    10.00      fauna     5.00    10.00                 cyan     triped     medium             
Object:   OBJ00115   1316      d3s    10.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00116   1316      c3m    10.00      fauna     5.00    10.00                 cyan     triped     medium             
Object:   OBJ00117   1316      crm    50.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00118   1316      crt    50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00119   1316      c3t    50.00      fauna     0.10     0.10                 cyan     triped       tiny             
Object:   OBJ00120   1316      c3t    10.00      fauna     0.10     0.10                 cyan     triped       tiny             
Cell: 1317   6000.00      0.00    466.57 1328    0 1318 1316  plain   wall  plain  plain
Object:   OBJ00121   1317      dBt    10.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ00122   1317      cBt    10.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ00123   1317      c3m    10.00      fauna     5.00    10.00                 cyan     triped     medium             
Object:   OBJ00124   1317      cBt    50.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ00125   1317      c3t    50.00      fauna     0.10     0.10                 cyan     triped       tiny             
Object:   OBJ00126   1317      c3t    10.00      fauna     0.10     0.10                 cyan     triped       tiny             
Object:   OBJ00127   1317      crt    50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00128   1317      crt    50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00129   1317      crt    50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00130   1317      c3m    50.00      fauna     5.00    10.00                 cyan     triped     medium             
Object:   OBJ00131   1317      VBs    10.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ00132   1317      cBm    50.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ00133   1317      cBt    10.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ00134   1317      V3t    50.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ00135   1317      c3s    10.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ00136   1317      crt    50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00137   1317      c3t    50.00      fauna     0.10     0.10                 cyan     triped       tiny             
Object:   OBJ00138   1317      cBt    10.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ00139   1317      c3t    10.00      fauna     0.10     0.10                 cyan     triped       tiny             
Object:   OBJ00140   1317      c3m    50.00      fauna     5.00    10.00                 cyan     triped     medium             
Cell: 1318   7000.00      0.00    695.58 1329    0 1319 1317    mud   wall  plain  plain
Object:   OBJ00141   1318      c3m    50.00      fauna     5.00    10.00                 cyan     triped     medium             
Object:   OBJ00142   1318      Vrt    10.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Object:   OBJ00143   1318      dBm    10.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00144   1318      VBt    10.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ00145   1318      Vrm    50.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ00146   1318      c3s    10.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ00147   1318      c3s    10.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ00148   1318      crm    50.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00149   1318      crt    50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00150   1318      VBt    50.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ00151   1318      V3s    50.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00152   1318      dBt    10.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ00153   1318      VBt    50.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ00154   1318      dBm    10.00      flora     5.00    10.00        dayglo-orange       bush     medium             
Object:   OBJ00155   1318      V3t    10.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ00156   1318      c3t    50.00      fauna     0.10     0.10                 cyan     triped       tiny             
Object:   OBJ00157   1318      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ00158   1318      crt    50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00159   1318      VBs    10.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ00160   1318      Vrt    50.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Cell: 1319   8000.00      0.00    503.50 1330    0 1320 1318  plain   wall  plain  plain
Object:   OBJ00161   1319      Vrt    10.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Object:   OBJ00162   1319      d3t    10.00      fauna     0.10     0.10        dayglo-orange     triped       tiny             
Object:   OBJ00163   1319      crt    50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00164   1319      drt    10.00    mineral     0.10     0.10        dayglo-orange       rock       tiny             
Object:   OBJ00165   1319      crt    50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00166   1319      cBt    50.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ00167   1319      crt    50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00168   1319      cBt    50.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ00169   1319      c3t    10.00      fauna     0.10     0.10                 cyan     triped       tiny             
Object:   OBJ00170   1319      cBt    10.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ00171   1319      crt    50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00172   1319      c3s    10.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ00173   1319      c3t    50.00      fauna     0.10     0.10                 cyan     triped       tiny             
Object:   OBJ00174   1319      c3m    50.00      fauna     5.00    10.00                 cyan     triped     medium             
Object:   OBJ00175   1319      crt    50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00176   1319      cBs    10.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ00177   1319      dBt    10.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ00178   1319      crm    50.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00179   1319      cBt    50.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ00180   1319      crm    50.00    mineral     5.00    10.00                 cyan       rock     medium             
Cell: 1320   9000.00      0.00    415.71 1331    0 1321 1319  plain   wall  plain  plain
Object:   OBJ00181   1320      c3t    50.00      fauna     0.10     0.10                 cyan     triped       tiny             
Object:   OBJ00182   1320      VBm    50.00      flora     5.00    10.00            olivedrab       bush     medium             
Object:   OBJ00183   1320      crt    50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00184   1320      cBs    10.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ00185   1320      VBs    10.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ00186   1320      crt    10.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00187   1320      c3t    50.00      fauna     0.10     0.10                 cyan     triped       tiny             
Object:   OBJ00188   1320      c3t    10.00      fauna     0.10     0.10                 cyan     triped       tiny             
Object:   OBJ00189   1320      d3s    10.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00190   1320      Vrt    50.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Object:   OBJ00191   1320      c3t    50.00      fauna     0.10     0.10                 cyan     triped       tiny             
Object:   OBJ00192   1320      crm    50.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00193   1320      VBs    10.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ00194   1320      crt    50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00195   1320      crt    50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00196   1320      c3t    10.00      fauna     0.10     0.10                 cyan     triped       tiny             
Object:   OBJ00197   1320      VBt    50.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ00198   1320      c3m    50.00      fauna     5.00    10.00                 cyan     triped     medium             
Object:   OBJ00199   1320      VBt    10.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ00200   1320      cBt    50.00      flora     0.10     0.10                 cyan       bush       tiny             
Cell: 1321  10000.00      0.00    603.17 1332    0  377 1320  plain   wall    mud  plain
Object:   OBJ00201   1321      c3t    10.00      fauna     0.10     0.10                 cyan     triped       tiny             
Object:   OBJ00202   1321      VBs    10.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ00203   1321      V3m    10.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ00204   1321      c3t    50.00      fauna     0.10     0.10                 cyan     triped       tiny             
Object:   OBJ00205   1321      c3t    50.00      fauna     0.10     0.10                 cyan     triped       tiny             
Object:   OBJ00206   1321      VBt    50.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ00207   1321      crm    50.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00208   1321      c3s    10.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ00209   1321      crt    10.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00210   1321      crt    50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00211   1321      crt    50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00212   1321      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00213   1321      VBs    50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ00214   1321      drs    10.00    mineral     1.00     1.00        dayglo-orange       rock      small             
Object:   OBJ00215   1321      c3s    10.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ00216   1321      crt    50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00217   1321      crs    10.00    mineral     1.00     1.00                 cyan       rock      small             
Object:   OBJ00218   1321      cBt    10.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ00219   1321      cBm    50.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ00220   1321      crt    50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Cell:  377  11000.00      0.00    508.91  398    0  378 1321  plain   wall  plain    mud
Object:   OBJ00221    377      crt    50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00222    377      c3t    10.00      fauna     0.10     0.10                 cyan     triped       tiny             
Object:   OBJ00223    377      Vrm    50.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ00224    377      V3m    10.00      fauna     5.00    10.00            olivedrab     triped     medium             
Object:   OBJ00225    377      VBs    50.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ00226    377      crt    50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00227    377      cBs    10.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ00228    377      cBt    50.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ00229    377      Vrt    10.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Object:   OBJ00230    377      Vrm    50.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ00231    377      dBs    10.00      flora     1.00     1.00        dayglo-orange       bush      small             
Object:   OBJ00232    377      crt    50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00233    377      VBt    10.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ00234    377      V3s    10.00      fauna     1.00     1.00            olivedrab     triped      small             
Object:   OBJ00235    377      crt    50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00236    377      VBt    50.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ00237    377      c3s    10.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ00238    377      VBs    10.00      flora     1.00     1.00            olivedrab       bush      small             
Object:   OBJ00239    377      d3s    10.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00240    377      crs    10.00    mineral     1.00     1.00                 cyan       rock      small             
Cell:  378  12000.00      0.00    303.49  399    0  379  377  plain   wall    mud  plain
Object:   OBJ00241    378      c3t    50.00      fauna     0.10     0.10                 cyan     triped       tiny             
Object:   OBJ00242    378      cBs    10.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ00243    378      crm    50.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00244    378      crt    50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00245    378      crt    10.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00246    378      crt    50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00247    378      cBt    10.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ00248    378      crt    50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00249    378      cBs    10.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ00250    378      c3s    10.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ00251    378      crt    50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00252    378      cBs    10.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ00253    378      c3s    10.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ00254    378      dBt    10.00      flora     0.10     0.10        dayglo-orange       bush       tiny             
Object:   OBJ00255    378      c3t    10.00      fauna     0.10     0.10                 cyan     triped       tiny             
Object:   OBJ00256    378      c3t    50.00      fauna     0.10     0.10                 cyan     triped       tiny             
Object:   OBJ00257    378      crt    50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00258    378      Vrt    50.00    mineral     0.10     0.10            olivedrab       rock       tiny             
Object:   OBJ00259    378      cBs    10.00      flora     1.00     1.00                 cyan       bush      small             
Object:   OBJ00260    378      c3t    50.00      fauna     0.10     0.10                 cyan     triped       tiny             
Cell:  379  13000.00      0.00    126.41  400    0  380  378  plain   wall    mud    mud
Object:   OBJ00261    379      crt    50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00262    379      c3s    10.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ00263    379      crt    50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00264    379      cBm    50.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ00265    379      VBt    50.00      flora     0.10     0.10            olivedrab       bush       tiny             
Object:   OBJ00266    379      V3t    10.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ00267    379      d3s    10.00      fauna     1.00     1.00        dayglo-orange     triped      small             
Object:   OBJ00268    379      V3t    50.00      fauna     0.10     0.10            olivedrab     triped       tiny             
Object:   OBJ00269    379      c3t    50.00      fauna     0.10     0.10                 cyan     triped       tiny             
Object:   OBJ00270    379      crt    50.00    mineral     0.10     0.10                 cyan       rock       tiny             
Object:   OBJ00271    379      cBt    50.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ00272    379      c3t    10.00      fauna     0.10     0.10                 cyan     triped       tiny             
Object:   OBJ00273    379      Vrm    50.00    mineral     5.00    10.00            olivedrab       rock     medium             
Object:   OBJ00274    379      crs    10.00    mineral     1.00     1.00                 cyan       rock      small             
Object:   OBJ00275    379      drt    10.00    mineral     0.10     0.10        dayglo-orange       rock       tiny             
Object:   OBJ00276    379      c3t    10.00      fauna     0.10     0.10                 cyan     triped       tiny             
Object:   OBJ00277    379      cBm    50.00      flora     5.00    10.00                 cyan       bush     medium             
Object:   OBJ00278    379      c3s    10.00      fauna     1.00     1.00                 cyan     triped      small             
Object:   OBJ00279    379      cBt    50.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ00280    379      cBm    10.00      flora     5.00    10.00                 cyan       bush     medium             
Cell:  380  14000.00      0.00    175.01  401    0  381  379    mud   wall  plain    mud
Object:   OBJ00281    380      c3m    10.00      fauna     5.00    10.00                 cyan     triped     medium             
Object:   OBJ00282    380      cBt    50.00      flora     0.10     0.10                 cyan       bush       tiny             
Object:   OBJ00283    380      c3t    50.00      fauna     0.10     0.10                 cyan     triped       tiny             
Object:   OBJ00284    380      V3s    10.00      fauna     1.00     1.00            olivedrab     triped      small             
